# wifi_truth_trace version=2 packets=10923 capturedEvents=32768 overwritten=54517 localSenderId=2044794434 kernelRxTs=enabled txKernelTs=enabled gameplayStartNs=290226088599683 gameplayThresholdPps=20
# sender_id,seq,dir,ipver,flow_hash,flags,len,sport,dport,rel_ms,sender_delta_us,tx_tun_to_classify_us,tx_classify_to_send_us,tx_user_to_sched_us,tx_user_to_soft_us,tx_sched_to_soft_us,rx_kernel_delta_us,rx_kernel_to_user_us,rx_user_to_enqueue_us,rx_enqueue_to_write_us,rx_user_to_tun_write_us,tun_read_ns,classified_ns,send_call_ns,sender_t0_ns,sender_s1_ns,sender_send_attempt_ns,rx_kernel_rt_ns,rx_user_ns,enqueue_ns,tun_write_ns,status
# liveSnapshot=true snapshotSkipped=0 diagnosticWritesSkipped=16716 (diagnostic omissions are not packet drops)
2044794434,9159,out,4,5177f028,stun|peerFab|tunnel|stableKnown,100,50740,18089,0.000,-1,38,205,148,-1,-1,-1,-1,-1,-1,-1,290226088355452,290226088393914,290226088599683,290226088355452,290226088393914,290226088599683,0,0,0,0,sent_no_rx
380427615,9093,in,4,0058cce4,stun|tunnel|fromPeer|inject|stableKnown,100,18089,50740,23.493,-1,-1,-1,-1,-1,-1,-1,3811,61,315,376,0,0,0,130936674705496,130936674839034,130936674998957,1789805377049035531,290226112092606,290226112153914,290226112469529,rx_written
2044794434,9160,out,4,5177f028,stun|peerFab|tunnel|stableKnown,100,50740,18089,38.746,38746,37,82,119,-1,-1,-1,-1,-1,-1,-1,290226127225606,290226127263144,290226127345914,290226127225606,290226127263144,290226127345914,0,0,0,0,sent_no_rx
380427615,9094,in,4,0058cce4,stun|tunnel|fromPeer|inject|stableKnown,100,18089,50740,55.992,36674,-1,-1,-1,-1,-1,36148,162,139,187,327,0,0,0,130936710891265,130936710947650,130936711673496,1789805377085184147,290226144591760,290226144730837,290226144918760,rx_written
2044794434,9161,out,4,5177f028,stun|peerFab|tunnel|stableKnown,103,50740,18089,72.646,33899,36,98,118,-1,-1,-1,-1,-1,-1,-1,290226161109914,290226161146529,290226161245298,290226161109914,290226161146529,290226161245298,0,0,0,0,sent_no_rx
380427615,9095,in,4,0058cce4,stun|tunnel|fromPeer|inject|stableKnown,105,18089,50740,91.457,35972,-1,-1,-1,-1,-1,35452,175,40,186,226,0,0,0,130936747513188,130936747554650,130936747646034,1789805377120636762,290226180056914,290226180097529,290226180283683,rx_written
2044794434,9162,out,4,5177f028,stun|peerFab|tunnel|stableKnown,103,50740,18089,113.055,40409,29,4122,119,-1,-1,-1,-1,-1,-1,-1,290226197502452,290226197532375,290226201655144,290226197502452,290226197532375,290226201655144,0,0,0,0,sent_no_rx
380427615,9096,in,4,0058cce4,stun|tunnel|fromPeer|inject|stableKnown,100,18089,50740,130.041,36003,-1,-1,-1,-1,-1,38595,163,38,210,249,0,0,0,130936783520265,130936783556188,130936783649188,1789805377159231762,290226218640375,290226218679067,290226218889914,rx_written
2044794434,9163,out,4,5177f028,stun|peerFab|tunnel|stableKnown,103,50740,18089,145.491,32435,30,51,60,-1,-1,-1,-1,-1,-1,-1,290226234008606,290226234039375,290226234090529,290226234008606,290226234039375,290226234090529,0,0,0,0,sent_no_rx
380427615,9097,in,4,0058cce4,stun|tunnel|fromPeer|inject|stableKnown,100,18089,50740,163.596,36041,-1,-1,-1,-1,-1,33517,201,43,239,283,0,0,0,130936819509727,130936819550650,130936819690727,1789805377192748993,290226252195990,290226252239683,290226252479375,rx_written
2044794434,9164,out,4,5177f028,stun|peerFab|tunnel|stableKnown,108,50740,18089,182.296,36805,16,30,60,-1,-1,-1,-1,-1,-1,-1,290226270849606,290226270865606,290226270896067,290226270849606,290226270865606,290226270896067,0,0,0,0,sent_no_rx
