# wifi_truth_trace version=2 packets=8092 capturedEvents=24291 overwritten=0 localSenderId=938291523 kernelRxTs=enabled txKernelTs=enabled gameplayStartNs=57335186200878 gameplayThresholdPps=20
# sender_id,seq,dir,ipver,flow_hash,flags,len,sport,dport,rel_ms,sender_delta_us,tx_tun_to_classify_us,tx_classify_to_send_us,tx_user_to_sched_us,tx_user_to_soft_us,tx_sched_to_soft_us,rx_kernel_delta_us,rx_kernel_to_user_us,rx_user_to_enqueue_us,rx_enqueue_to_write_us,rx_user_to_tun_write_us,tun_read_ns,classified_ns,send_call_ns,sender_t0_ns,sender_s1_ns,sender_send_attempt_ns,rx_kernel_rt_ns,rx_user_ns,enqueue_ns,tun_write_ns,status
# liveSnapshot=true snapshotSkipped=0 diagnosticWritesSkipped=1612 (diagnostic omissions are not packet drops)
938291523,1,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,76,43719,1987,0.000,-1,112,1414,-1,-1,-1,-1,-1,-1,-1,-1,57335184673801,57335184786724,57335186200878,57335184673801,57335184786724,57335186200878,0,0,0,0,sent_no_rx
725625366,2,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,76,1987,43719,6.292,-1,-1,-1,-1,-1,-1,-1,517,53,404,457,0,0,0,338352291390090,338352291433782,338352291524628,1789868452160349010,57335192493108,57335192546339,57335192950647,rx_written
725625366,3,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,76,1987,43719,327.441,319922,-1,-1,-1,-1,-1,321312,353,54,472,527,0,0,0,338352611331090,338352611357859,338352611447321,1789868452481661318,57335513641801,57335513696570,57335514168801,rx_written
938291523,2,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,76,43719,1987,328.841,328841,45,115,103,-1,-1,-1,-1,-1,-1,-1,57335514881416,57335514926416,57335515042339,57335514881416,57335514926416,57335515042339,0,0,0,0,sent_no_rx
725625366,4,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,284,1987,43719,375.806,48890,-1,-1,-1,-1,-1,47906,812,67,370,438,0,0,0,338352660251628,338352660281551,338352660338167,1789868452529567779,57335562007339,57335562075262,57335562446032,rx_written
938291523,3,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,284,43719,1987,376.027,47185,18,112,-1,-1,-1,-1,-1,-1,-1,-1,57335562097493,57335562115570,57335562228185,57335562097493,57335562115570,57335562228185,0,0,0,0,sent_no_rx
938291523,4,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,284,43719,1987,376.898,870,33,74,84,-1,-1,-1,-1,-1,-1,-1,57335562991570,57335563024878,57335563098955,57335562991570,57335563024878,57335563098955,0,0,0,0,sent_no_rx
725625366,5,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,284,1987,43719,382.178,7186,-1,-1,-1,-1,-1,6860,323,63,216,279,0,0,0,338352667453474,338352667475705,338352667524628,1789868452536428625,57335568378955,57335568442108,57335568658339,rx_written
725625366,6,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,92,1987,43719,408.734,25292,-1,-1,-1,-1,-1,26416,463,59,464,523,0,0,0,338352692734167,338352692761859,338352692817551,1789868452562844933,57335594934647,57335594994339,57335595458416,rx_written
938291523,5,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,92,43719,1987,411.718,34820,44,1425,179,-1,-1,-1,-1,-1,-1,-1,57335596449185,57335596493493,57335597919339,57335596449185,57335596493493,57335597919339,0,0,0,0,sent_no_rx
938291523,6,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,92,43719,1987,412.094,376,30,1529,119,-1,-1,-1,-1,-1,-1,-1,57335596735647,57335596766108,57335598295339,57335596735647,57335596766108,57335598295339,0,0,0,0,sent_no_rx
725625366,7,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,92,1987,43719,416.706,9405,-1,-1,-1,-1,-1,8135,299,50,993,1043,0,0,0,338352702149474,338352702173859,338352702222705,1789868452570980625,57335602906647,57335602956801,57335603950416,rx_written
938291523,7,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,92,43719,1987,427.266,15172,162,173,167,-1,-1,-1,-1,-1,-1,-1,57335613131570,57335613294108,57335613467339,57335613131570,57335613294108,57335613467339,0,0,0,0,sent_no_rx
725625366,8,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,92,1987,43719,431.727,15173,-1,-1,-1,-1,-1,14990,329,50,690,741,0,0,0,338352717276321,338352717309782,338352717395936,1789868452585971087,57335617927570,57335617978416,57335618668801,rx_written
725625366,9,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,92,1987,43719,440.695,8114,-1,-1,-1,-1,-1,8743,554,56,683,740,0,0,0,338352725388628,338352725423628,338352725510782,1789868452594714164,57335626895570,57335626952185,57335627635647,rx_written
938291523,8,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,92,43719,1987,441.536,14269,46,102,-1,-1,-1,-1,-1,-1,-1,-1,57335627587647,57335627634416,57335627736801,57335627587647,57335627634416,57335627736801,0,0,0,0,sent_no_rx
938291523,9,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,92,43719,1987,443.821,2285,46,120,167,-1,-1,-1,-1,-1,-1,-1,57335629855339,57335629901416,57335630022339,57335629855339,57335629901416,57335630022339,0,0,0,0,sent_no_rx
725625366,10,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,92,1987,43719,449.678,8570,-1,-1,-1,-1,-1,9213,324,60,604,665,0,0,0,338352733984321,338352734010705,338352734081551,1789868452603928087,57335635879262,57335635940185,57335636544878,rx_written
725625366,11,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,92,1987,43719,465.212,7852,-1,-1,-1,-1,-1,15094,764,53,197,251,0,0,0,338352741770090,338352741812321,338352741934090,1789868452619022471,57335651413185,57335651466647,57335651664493,rx_written
938291523,10,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,92,43719,1987,465.992,22170,34,93,65,-1,-1,-1,-1,-1,-1,-1,57335652065493,57335652099570,57335652193185,57335652065493,57335652099570,57335652193185,0,0,0,0,sent_no_rx
938291523,11,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,76,43719,1987,477.313,11320,43,119,107,-1,-1,-1,-1,-1,-1,-1,57335663350416,57335663394339,57335663513801,57335663350416,57335663394339,57335663513801,0,0,0,0,sent_no_rx
725625366,12,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,84,1987,43719,482.261,25580,-1,-1,-1,-1,-1,17430,382,44,424,468,0,0,0,338352767441859,338352767466090,338352767514705,1789868452636453318,57335668462108,57335668506108,57335668930416,rx_written
725625366,13,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,76,1987,43719,497.082,13815,-1,-1,-1,-1,-1,14240,962,56,445,501,0,0,0,338352781229167,338352781260859,338352781330474,1789868452650694241,57335683283262,57335683339955,57335683785108,rx_written
938291523,12,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,84,43719,1987,501.844,24531,42,150,115,-1,-1,-1,-1,-1,-1,-1,57335687851339,57335687894108,57335688044801,57335687851339,57335687894108,57335688044801,0,0,0,0,sent_no_rx
938291523,13,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,42,43719,1987,3048.749,2546905,48,827,-1,-1,-1,-1,-1,-1,-1,-1,57338234074032,57338234122955,57338234950032,57338234074032,57338234122955,57338234950032,0,0,0,0,sent_no_rx
725625366,14,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,294,1987,43719,3087.300,2588759,-1,-1,-1,-1,-1,2590692,486,141,501,642,0,0,0,338355369997782,338355370034398,338355370089552,1789868455241387087,57338273500570,57338273641724,57338274143032,rx_written
938291523,14,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,55,43719,1987,3124.730,75981,40,86,90,-1,-1,-1,-1,-1,-1,-1,57338310804878,57338310844878,57338310931339,57338310804878,57338310844878,57338310931339,0,0,0,0,sent_no_rx
725625366,15,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,49,1987,43719,3161.677,76200,-1,-1,-1,-1,-1,74422,442,33,425,459,0,0,0,338355446165859,338355446200552,338355446290090,1789868455315809241,57338347878339,57338347911878,57338348337724,rx_written
938291523,15,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,53,43719,1987,3164.783,40052,29,218,271,-1,-1,-1,-1,-1,-1,-1,57338350735032,57338350764878,57338350983570,57338350735032,57338350764878,57338350983570,0,0,0,0,sent_no_rx
725625366,16,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,53,1987,43719,3202.861,39430,-1,-1,-1,-1,-1,41312,313,59,354,414,0,0,0,338355485472013,338355485540628,338355485720628,1789868455357121241,57338389061416,57338389121186,57338389475878,rx_written
938291523,16,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,58,43719,1987,3203.372,38589,42,107,161,-1,-1,-1,-1,-1,-1,-1,57338389422647,57338389465416,57338389572570,57338389422647,57338389465416,57338389572570,0,0,0,0,sent_no_rx
725625366,17,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,61,1987,43719,3239.426,38271,-1,-1,-1,-1,-1,36333,545,50,1495,1546,0,0,0,338355523668936,338355523699013,338355523992244,1789868455393454472,57338425627262,57338425677493,57338427173416,rx_written
938291523,17,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,72,43719,1987,3241.933,38561,42,144,109,-1,-1,-1,-1,-1,-1,-1,57338427946955,57338427989493,57338428134109,57338427946955,57338427989493,57338428134109,0,0,0,0,sent_no_rx
725625366,18,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,60,1987,43719,3276.522,37559,-1,-1,-1,-1,-1,37153,487,53,5113,5167,0,0,0,338355561466398,338355561494167,338355561551936,1789868455430608395,57338462722724,57338462776570,57338467890032,rx_written
938291523,18,out,4,8daa811c,stun|peerFab|tunnel|stableKnown,54,43719,1987,3281.588,39654,44,380,420,-1,-1,-1,-1,-1,-1,-1,57338467363570,57338467408262,57338467788878,57338467363570,57338467408262,57338467788878,0,0,0,0,sent_no_rx
725625366,19,in,4,7ad8ca1c,stun|tunnel|fromPeer|inject|stableKnown,75,1987,43719,3314.708,38122,-1,-1,-1,-1,-1,38311,363,81,346,428,0,0,0,338355599582090,338355599620321,338355599674782,1789868455468919395,57338500909109,57338500990955,57338501337801,rx_written
